GENE,PDB ID,PARTNER GENES,METHOD,RESOLUTION,RELEASE DATE,SOURCE ORGANISM,KINGDOM,PROK_EUK,OLIGOMERIC STATE,MOLECULAR WEIGHT,STRUCTURE AUTHOR,PUBLICATION YEAR
SLC3A2,7EPZ,SLC7A11,ELECTRON MICROSCOPY,3.4,2022-04-06T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.42,"Zhou, Q.",2022
SLC3A2,7P9U,SLC7A11,ELECTRON MICROSCOPY,3.7,2021-11-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.78,"Newstead, S.",2021
SLC3A2,7P9V,SLC7A11,ELECTRON MICROSCOPY,3.4,2021-11-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,127.33,"Newstead, S.",2021
SLC3A2,8G0M,,X-RAY DIFFRACTION,2.25,2023-10-18T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,74.64,"Wells, R.C.",2023
SLC3A2,8IDA,SLC7A5,ELECTRON MICROSCOPY,3.2,2024-07-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.23,"Shi, T.H.",2025
SLC3A2,8J8L,SLC7A5,ELECTRON MICROSCOPY,3.56,2024-07-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.24,"Shi, T.H.",2025
SLC3A2,8J8M,SLC7A5,ELECTRON MICROSCOPY,3.58,2024-07-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.25,"Shi, T.H.",2025
SLC3A2,8KDD,SLC7A5,ELECTRON MICROSCOPY,3.83,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,174.81,"Lee, Y.",2025
SLC3A2,8KDF,SLC7A5,ELECTRON MICROSCOPY,3.89,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,126.12,"Lee, Y.",2025
SLC3A2,8KDG,SLC7A5,ELECTRON MICROSCOPY,3.68,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,174.49,"Lee, Y.",2025
SLC3A2,8KDH,SLC7A5,ELECTRON MICROSCOPY,3.78,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.8,"Lee, Y.",2025
SLC3A2,8KDI,SLC7A5,ELECTRON MICROSCOPY,3.58,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,174.34,"Lee, Y.",2025
SLC3A2,8KDJ,SLC7A5,ELECTRON MICROSCOPY,3.73,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,126.79,"Lee, Y.",2025
SLC3A2,8KDN,SLC7A5,ELECTRON MICROSCOPY,4.12,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.28,"Lee, Y.",2025
SLC3A2,8KDO,SLC7A5,ELECTRON MICROSCOPY,4.12,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.42,"Lee, Y.",2025
SLC3A2,8KDP,SLC7A5,ELECTRON MICROSCOPY,4.12,2025-02-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,124.11,"Lee, Y.",2025
SLC3A2,8QEY,SLC7A10,ELECTRON MICROSCOPY,4.0,2024-04-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,127.78,"Llorca, O.",2024
SLC3A2,8WNS,SLC7A10,ELECTRON MICROSCOPY,3.42,2024-05-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.89,"Yan, R.H.",2024
SLC3A2,8WNT,SLC7A10,ELECTRON MICROSCOPY,3.42,2024-05-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,126.18,"Yan, R.H.",2024
SLC3A2,8WNY,SLC7A10,ELECTRON MICROSCOPY,3.5,2024-05-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,125.99,"Yan, R.H.",2024
SLC3A2,8X0W,SLC7A5,ELECTRON MICROSCOPY,3.1,2024-11-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,104.5,"Shi, T.H.",2025
SLC3A2,8XPU,SLC7A5,ELECTRON MICROSCOPY,3.3,2024-07-17T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.52,"Yan, R.",2024
SLC3A2,8YLP,,ELECTRON MICROSCOPY,2.9,2025-03-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.67,"Zhang, T.",2025
SLC3A2,9KJU,,ELECTRON MICROSCOPY,2.7,2025-04-02T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,129.67,"Zhang, T.",2025
SLC3A2,9KY5,,ELECTRON MICROSCOPY,3.6,2025-04-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,128.95,"Zhang, T.",2025
SLC3A2,9LDR,,ELECTRON MICROSCOPY,3.58,2025-04-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,128.9,"Zhang, T.",2025
SLC40A1,6VYH,,ELECTRON MICROSCOPY,3.0,2020-11-11T00:00:00.000+00:00,Carlito syrichta,Eukaryota,Eukaryotic,trimeric,113.13,"Zhou, M.",2020
SLC40A1,6W4S,,ELECTRON MICROSCOPY,3.2,2020-09-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,114.21,"Manglik, A.",2020
SLC40A1,6WBV,,ELECTRON MICROSCOPY,2.5,2020-09-09T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,118.04,"Manglik, A.",2020
SLC40A1,6WIK,,ELECTRON MICROSCOPY,3.4,2020-11-11T00:00:00.000+00:00,Carlito syrichta,Eukaryota,Eukaryotic,trimeric,113.01,"Zhou, M.",2020
SLC40A1,8BZY,,ELECTRON MICROSCOPY,3.24,2023-03-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,80.91,"Manatschal, C.",2023
SLC40A1,8C02,,ELECTRON MICROSCOPY,4.09,2023-03-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,79.88,"Manatschal, C.",2023
SLC40A1,8C03,,ELECTRON MICROSCOPY,3.89,2023-03-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.95,"Manatschal, C.",2023
SLC40A1,8DL6,,ELECTRON MICROSCOPY,3.0,2023-01-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,112.74,"Zhou, M.",2023
SLC40A1,8DL7,,ELECTRON MICROSCOPY,2.7,2022-12-07T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,115.95,"Zhou, M.",2023
SLC40A1,8DL8,,ELECTRON MICROSCOPY,3.0,2022-12-07T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,112.81,"Zhou, M.",2023
SLC44A1,7WWB,,ELECTRON MICROSCOPY,3.86,2022-06-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,147.72,"Zhou, Q.",2022
SLC44A1,9QU3,,ELECTRON MICROSCOPY,3.2,2025-05-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,73.89,"Pedersen, B.P.",2026
SLC4A1,1BNX,,SOLUTION NMR,,1998-08-05T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,3.74,"Tanner, M.J.A.",1998
SLC4A1,1BTQ,,SOLUTION NMR,,1994-11-30T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,2.11,"Tanner, M.J.A.",1994
SLC4A1,1BZK,,SOLUTION NMR,,1999-06-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,4.63,"Tanner, M.J.A.",1999
SLC4A1,4KY9,,X-RAY DIFFRACTION,2.23,2013-10-23T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,68.43,"Moraes, T.F.",2013
SLC4A1,7TY4,,ELECTRON MICROSCOPY,2.99,2023-08-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,209.89,"Wacker, D.",2023
SLC4A1,7TY6,,ELECTRON MICROSCOPY,2.98,2023-08-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,210.2,"Wacker, D.",2023
SLC4A1,7TY7,,ELECTRON MICROSCOPY,3.37,2023-08-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,209.03,"Wacker, D.",2023
SLC4A1,7TY8,,ELECTRON MICROSCOPY,3.18,2023-08-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,209.85,"Wacker, D.",2023
SLC4A1,7TYA,,ELECTRON MICROSCOPY,3.07,2023-08-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,209.57,"Wacker, D.",2023
SLC4A1,8T6U,,ELECTRON MICROSCOPY,3.13,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,123.04,"Wacker, D.",2023
SLC4A1,8T6V,,ELECTRON MICROSCOPY,2.95,2023-09-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,123.14,"Wacker, D.",2023
SLC4A11,7X1G,,ELECTRON MICROSCOPY,2.94,2023-10-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,199.37,"Zuo, P.",2023
SLC4A11,7X1H,,ELECTRON MICROSCOPY,2.96,2023-10-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,199.37,"Zuo, P.",2023
SLC4A11,7X1I,,ELECTRON MICROSCOPY,2.94,2023-11-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,201.46,"Zuo, P.",2023
SLC4A11,7X1J,,ELECTRON MICROSCOPY,2.84,2023-11-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,201.46,"Zuo, P.",2023
SLC4A4,6CAA,,ELECTRON MICROSCOPY,3.9,2018-03-07T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,232.34,"Kurtz, I.",2018
SLC4A8,5JHO,,X-RAY DIFFRACTION,2.801,2017-08-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,77.81,"Morth, J.P.",2017
SLC5A1,7WMV,,ELECTRON MICROSCOPY,3.2,2022-11-16T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,86.42,"Cui, W.",2022
SLC5A1,7YNI,,ELECTRON MICROSCOPY,3.26,2023-05-31T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,85.97,"Cui, W.",2023
SLC5A2,7VSI,,ELECTRON MICROSCOPY,2.95,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,79.85,"Liu, R.",2022
SLC5A2,7YNJ,,ELECTRON MICROSCOPY,3.33,2023-05-31T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,85.38,"Cui, W.",2023
SLC5A2,7YNK,,ELECTRON MICROSCOPY,3.48,2023-05-31T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,85.18,"Niu, Y.",2023
SLC5A2,8HB0,,ELECTRON MICROSCOPY,2.9,2023-11-01T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,86.15,"Nureki, O.",2024
SLC5A2,8HDH,,ELECTRON MICROSCOPY,3.1,2023-11-08T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,86.17,"Nureki, O.",2024
SLC5A2,8HEZ,,ELECTRON MICROSCOPY,2.8,2023-11-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,86.14,"Nureki, O.",2024
SLC5A2,8HG7,,ELECTRON MICROSCOPY,3.1,2023-11-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,86.15,"Nureki, O.",2024
SLC5A2,8HIN,,ELECTRON MICROSCOPY,3.3,2023-11-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,86.14,"Nureki, O.",2024
SLC5A2,9KKQ,,ELECTRON MICROSCOPY,2.6,2025-09-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,104.45,"Sun, Z.",2025
SLC5A2,9KKW,,ELECTRON MICROSCOPY,2.92,2025-09-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,104.2,"Sun, Z.",2025
SLC5A2,9KL0,,ELECTRON MICROSCOPY,3.16,2025-09-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,104.2,"Sun, Z.",2025
SLC5A2,9KMN,,ELECTRON MICROSCOPY,2.47,2025-09-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,104.42,"Sun, Z.",2025
SLC5A5,7UUY,,ELECTRON MICROSCOPY,3.3,2022-12-21T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,74.62,"Carrasco, N.",2022
SLC5A5,7UUZ,,ELECTRON MICROSCOPY,3.2,2022-12-21T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,74.89,"Carrasco, N.",2022
SLC5A5,7UV0,,ELECTRON MICROSCOPY,3.1,2022-12-21T00:00:00.000+00:00,Rattus norvegicus,Eukaryota,Eukaryotic,monomeric,74.79,"Carrasco, N.",2022
SLC5A7,8J74,,ELECTRON MICROSCOPY,3.6,2024-04-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,131.92,"Zhao, Y.",2024
SLC5A7,8J75,,ELECTRON MICROSCOPY,3.6,2024-04-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,64.24,"Zhao, Y.",2024
SLC5A7,8J76,,ELECTRON MICROSCOPY,3.7,2024-04-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.83,"Zhao, Y.",2024
SLC5A7,8J77,,ELECTRON MICROSCOPY,3.7,2024-04-10T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.93,"Zhao, Y.",2024
SLC5A7,8ZQO,,ELECTRON MICROSCOPY,2.8,2024-12-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,64.32,"Zhao, Y.",2025
SLC5A7,8ZQP,,ELECTRON MICROSCOPY,3.1,2024-12-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,64.24,"Zhao, Y.",2025
SLC5A7,8ZQQ,,ELECTRON MICROSCOPY,2.5,2024-12-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.99,"Zhao, Y.",2025
SLC5A7,8ZQR,,ELECTRON MICROSCOPY,3.6,2024-12-04T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.83,"Zhao, Y.",2025
SLC5A7,9BFI,,ELECTRON MICROSCOPY,2.66,2024-11-06T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,66.53,"Jiang, Y.",2024
SLC5A7,9BFJ,,ELECTRON MICROSCOPY,2.35,2024-11-06T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,66.69,"Jiang, Y.",2024
SLC5A7,9BFK,,ELECTRON MICROSCOPY,2.85,2024-11-06T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,66.91,"Jiang, Y.",2024
SLC5A7,9BIM,,ELECTRON MICROSCOPY,3.67,2024-11-06T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,66.94,"Jiang, Y.",2024
SLC5A8,7SL9,,ELECTRON MICROSCOPY,3.5,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,82.17,"Skiniotis, G.",2022
SLC6A1,7SK2,,ELECTRON MICROSCOPY,3.82,2022-06-08T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,65.26,"Cherezov, V.",2022
SLC6A1,7Y7V,,ELECTRON MICROSCOPY,2.2,2023-04-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,71.59,"Yan, C.",2023
SLC6A1,7Y7W,,ELECTRON MICROSCOPY,2.4,2023-04-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,71.74,"Yan, C.",2023
SLC6A1,7Y7Y,,ELECTRON MICROSCOPY,2.4,2023-04-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,71.77,"Yan, C.",2023
SLC6A1,7Y7Z,,ELECTRON MICROSCOPY,3.2,2023-04-26T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,71.97,"Yan, C.",2023
SLC6A19,6M17,,ELECTRON MICROSCOPY,2.9,2020-03-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,hexameric,394.14,"Zhou, Q.",2020
SLC6A19,6M18,,ELECTRON MICROSCOPY,2.9,2020-03-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,345.2,"Zhou, Q.",2020
SLC6A19,6M1D,,ELECTRON MICROSCOPY,4.5,2020-03-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,334.09,"Zhou, Q.",2020
SLC6A19,7DWX,,ELECTRON MICROSCOPY,8.3,2021-03-31T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,decameric,1228.7,"Zhou, Q.",2021
SLC6A19,7V61,,ELECTRON MICROSCOPY,3.2,2022-06-22T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,octameric,489.75,"Zhou, Q.",2021
SLC6A19,8I92,,ELECTRON MICROSCOPY,3.2,2023-09-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,335.36,"Yan, R.H.",2023
SLC6A19,8I93,,ELECTRON MICROSCOPY,3.1,2023-09-27T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,327.93,"Yan, R.H.",2023
SLC6A19,8WBY,,ELECTRON MICROSCOPY,3.18,2024-09-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,341.12,"Dai, L.",2024
SLC6A19,8WBZ,,ELECTRON MICROSCOPY,3.2,2024-09-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,342.91,"Dai, L.",2024
SLC6A19,9VA1,,ELECTRON MICROSCOPY,3.24,2026-05-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,333.59,"Zhang, T.",2025
SLC6A19,9VA2,,ELECTRON MICROSCOPY,2.87,2026-05-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,337.87,"Zhang, T.",2025
SLC6A20,7Y75,,ELECTRON MICROSCOPY,3.1,2022-11-30T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,hexameric,396.74,"Yan, R.H.",2022
SLC6A20,8P2W,,ELECTRON MICROSCOPY,3.76,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,165.24,"Sauer, D.B.",2024
SLC6A20,8P2X,,ELECTRON MICROSCOPY,3.59,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,335.27,"Sauer, D.B.",2024
SLC6A20,8P2Y,,ELECTRON MICROSCOPY,3.46,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,334.85,"Sauer, D.B.",2024
SLC6A20,8P2Z,,ELECTRON MICROSCOPY,3.5,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,dimeric,165.41,"Sauer, D.B.",2024
SLC6A20,8P30,,ELECTRON MICROSCOPY,3.29,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,336.48,"Sauer, D.B.",2024
SLC6A20,8P31,,ELECTRON MICROSCOPY,3.24,2024-06-12T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,335.11,"Sauer, D.B.",2024
SLC6A20,8WM3,,ELECTRON MICROSCOPY,3.34,2024-09-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,331.08,"Zhang, T.",2024
SLC6A3,8VBY,,ELECTRON MICROSCOPY,3.19,2024-08-07T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,70.29,"Gouaux, E.",2024
SLC6A3,8Y2C,,ELECTRON MICROSCOPY,3.16,2024-08-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.03,"Li, Y.",2024
SLC6A3,8Y2D,,ELECTRON MICROSCOPY,2.8,2024-08-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,61.58,"Li, Y.",2024
SLC6A3,8Y2E,,ELECTRON MICROSCOPY,3.03,2024-08-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.34,"Li, Y.",2024
SLC6A3,8Y2F,,ELECTRON MICROSCOPY,2.97,2024-08-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,62.48,"Li, Y.",2024
SLC6A3,8Y2G,,ELECTRON MICROSCOPY,2.83,2024-08-14T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,63.21,"Li, Y.",2024
SLC6A3,9EO4,,ELECTRON MICROSCOPY,2.66,2024-07-03T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,monomeric,74.22,"Loland, C.J.",2024
SLC6A4,5I6X,,X-RAY DIFFRACTION,3.14,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.82,"Gouaux, E.",2016
SLC6A4,5I6Z,,X-RAY DIFFRACTION,4.53,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,109.41,"Gouaux, E.",2016
SLC6A4,5I71,,X-RAY DIFFRACTION,3.15,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.55,"Gouaux, E.",2016
SLC6A4,5I73,,X-RAY DIFFRACTION,3.24,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.95,"Gouaux, E.",2016
SLC6A4,5I74,,X-RAY DIFFRACTION,3.395,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.57,"Gouaux, E.",2016
SLC6A4,5I75,,X-RAY DIFFRACTION,3.49,2016-04-13T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.86,"Gouaux, E.",2016
SLC6A4,6AWN,,X-RAY DIFFRACTION,3.62,2017-10-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,112.0,"Gouaux, E.",2018
SLC6A4,6AWO,,X-RAY DIFFRACTION,3.534,2017-10-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,111.48,"Gouaux, E.",2018
SLC6A4,6AWP,,X-RAY DIFFRACTION,3.8,2017-10-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,111.49,"Gouaux, E.",2018
SLC6A4,6AWQ,,X-RAY DIFFRACTION,4.046,2017-10-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,111.48,"Gouaux, E.",2018
SLC6A4,6DZV,,ELECTRON MICROSCOPY,4.2,2019-04-24T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,86.66,"Gouaux, E.",2019
SLC6A4,6DZW,,ELECTRON MICROSCOPY,4.3,2019-04-24T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,112.43,"Gouaux, E.",2019
SLC6A4,6DZY,,ELECTRON MICROSCOPY,4.1,2019-04-24T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,tetrameric,112.78,"Gouaux, E.",2019
SLC6A4,6DZZ,,ELECTRON MICROSCOPY,3.6,2019-04-24T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,87.01,"Gouaux, E.",2019
SLC6A4,6VRH,,ELECTRON MICROSCOPY,3.3,2020-03-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,119.1,"Yang, D.",2020
SLC6A4,6VRK,,ELECTRON MICROSCOPY,4.1,2020-03-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,119.12,"Yang, D.",2020
SLC6A4,6VRL,,ELECTRON MICROSCOPY,3.8,2020-03-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,119.17,"Yang, D.",2020
SLC6A4,6W2B,,X-RAY DIFFRACTION,4.7,2020-03-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.89,"Yang, D.",2020
SLC6A4,6W2C,,X-RAY DIFFRACTION,6.3,2020-03-25T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,110.71,"Yang, D.",2020
SLC6A4,7LI6,,ELECTRON MICROSCOPY,3.5,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,88.87,"Gouaux, E.",2021
SLC6A4,7LI7,,ELECTRON MICROSCOPY,4.1,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,87.47,"Gouaux, E.",2021
SLC6A4,7LI8,,ELECTRON MICROSCOPY,3.9,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,87.61,"Gouaux, E.",2021
SLC6A4,7LI9,,ELECTRON MICROSCOPY,3.9,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,87.48,"Gouaux, E.",2021
SLC6A4,7LIA,,ELECTRON MICROSCOPY,3.3,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,88.96,"Gouaux, E.",2021
SLC6A4,7LWD,,ELECTRON MICROSCOPY,3.65,2021-08-11T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,86.76,"Loland, C.J.",2021
SLC6A4,7MGW,,ELECTRON MICROSCOPY,3.5,2021-12-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,88.13,"Gouaux, E.",2021
SLC6A4,7TXT,,ELECTRON MICROSCOPY,3.0,2023-03-15T00:00:00.000+00:00,Homo sapiens,Eukaryota,Eukaryotic,trimeric,86.4,"Rudnick, G.",2023
